id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,url,user_mention,hashtags,query,media,in_reply_to_screen_name,in_reply_to_status_id,lat,lng
378982810855698432,https://twitter.com/Mobile_Reportz/status/378982810855698432,2013-09-14 20:45:17+00:00,RT @ElyseBruce: Spin Doctors Need Not Apply. We've got this under control. http://t.co/DCRwVHLF9V via @ElyseBruce #idlenomore #education #c…,en,2,Mobile_Reportz,http://wp.me/plUeP-Io,ElyseBruce,idlenomore,lang:en #education,,,,,
378982757268860928,https://twitter.com/Teacherography/status/378982757268860928,2013-09-14 20:45:05+00:00,Visual communications should be an essential element in #education. A photo is truly worth more than 1000 words. #photography,en,1,Teacherography,,,education,lang:en #education,,,,,
378982394944315392,https://twitter.com/lucille_moss/status/378982394944315392,2013-09-14 20:43:38+00:00,"RT @TKJohnDaniels: #CommonCore, the truth on who profits, and its ties to the #UN and #Agenda21. http://t.co/EQFspPBig7 #LNYHBT #education …",en,4,lucille_moss,http://tavernkeepers.com/the-common-core-agenda-part-2a-architects-and-profiteers/,TKJohnDaniels,CommonCore,lang:en #education,,,,,
378982284180725760,https://twitter.com/blubbrTV/status/378982284180725760,2013-09-14 20:43:12+00:00,Education is the best provision for old age.   #education #quotes #widom Try @blubbrTV  for great #trivia!,en,0,blubbrTV,,blubbrTV,education,lang:en #education,,,,,
378982222801285121,https://twitter.com/madisoncude/status/378982222801285121,2013-09-14 20:42:57+00:00,"If you hate A&amp;M just because of Manziel, you clearly have no idea what true Aggies are all about, and why we love 'em so much. #education",en,0,madisoncude,,,education,lang:en #education,,,,,
378982118191149056,https://twitter.com/RideThe_BULL/status/378982118191149056,2013-09-14 20:42:32+00:00,#God #Family #Education/Baseball,en,0,RideThe_BULL,,,God,lang:en #education,,,,,
378982106132926464,https://twitter.com/vtpanda/status/378982106132926464,2013-09-14 20:42:29+00:00,"RT @jasonelsom: TEACHER EDUCATION: Past, Present &amp; Future #edchat #edchatie #education http://t.co/CYAtISkIFK",en,6,vtpanda,,jasonelsom,edchat,lang:en #education,https://pbs.twimg.com/media/BUJiwWVIIAAyEbP.jpg,,,,
378981950058270720,https://twitter.com/JabbarRubina/status/378981950058270720,2013-09-14 20:41:52+00:00,RT @PPI_SFCG: Access to quality #education will ensure #peace and progress: DDF Buner @SFCG_Pakistan @WILL_SFCG @SFCG_ @PeaceInPak http://t…,en,1,JabbarRubina,,PPI_SFCG,education,lang:en #education,,,,,
378981722504712192,https://twitter.com/Present_Here/status/378981722504712192,2013-09-14 20:40:58+00:00,http://t.co/yFdOXzffak Shouldn't they all be in schools? #Pakistan #PML_N #Children #OurFuture #Expenditure on #Education,en,1,Present_Here,http://tinyurl.com/IMForums-4763,,Pakistan,lang:en #education,,,,,
378981691550748673,https://twitter.com/DrMikeRobinson/status/378981691550748673,2013-09-14 20:40:51+00:00,RT @anaturalbridge: @ltgrusselhonore Very bold conversation on #education &amp; #leadership w/@DrMikeRobinson http://t.co/iRWwL6DKbo covered in…,en,1,DrMikeRobinson,http://www.blogtalkradio.com/parent-talk-live-14/2013/09/09/parent-talk-live-meet-lt-general-russel-l-honore,anaturalbridge,education,lang:en #education,,,,,
378981682772471808,https://twitter.com/PrimaryIdeas/status/378981682772471808,2013-09-14 20:40:48+00:00,"http://t.co/ZshAqflyz9 | ""Who Dares Wins"" - http://t.co/U38Gx4MB8H #literacy #maths #education #games #edchat",en,0,PrimaryIdeas,http://www.primaryideas.org,,literacy,lang:en #education,,,,,
378981605307457536,https://twitter.com/JabbarRubina/status/378981605307457536,2013-09-14 20:40:30+00:00,RT @PPI_SFCG: Support #education for #peace #initiative http://t.co/0u9I4gWDv8 @PPI_SFCG @SFCG_Pakistan @SFCG_ @WILL_SFCG @PeaceInPak,en,1,JabbarRubina,http://bit.ly/12G4NLI,PPI_SFCG,education,lang:en #education,,,,,
378981538206982146,https://twitter.com/JabbarRubina/status/378981538206982146,2013-09-14 20:40:14+00:00,RT @PPI_SFCG: #Education helps people forge just &amp; #peaceful societies http://t.co/0u9I4gWDv8 @PPI_SFCG @PeaceInPak @SFCG_Pakistan @SFCG_,en,2,JabbarRubina,http://bit.ly/12G4NLI,PPI_SFCG,Education,lang:en #education,,,,,
378981533438066688,https://twitter.com/jmiles61/status/378981533438066688,2013-09-14 20:40:13+00:00,"RT @jasonelsom: TEACHER EDUCATION: Past, Present &amp; Future #edchat #edchatie #education http://t.co/CYAtISkIFK",en,6,jmiles61,,jasonelsom,edchat,lang:en #education,https://pbs.twimg.com/media/BUJiwWVIIAAyEbP.jpg,,,,
378981521425580032,https://twitter.com/jmiles61/status/378981521425580032,2013-09-14 20:40:10+00:00,"@2KatSho “@jasonelsom: TEACHER EDUCATION: Past, Present &amp; Future #edchat #edchatie #education http://t.co/gheF38YdlN”",en,0,jmiles61,,2KatSho,edchat,lang:en #education,https://pbs.twimg.com/media/BUJiwWVIIAAyEbP.jpg,jasonelsom,378973901612933122,,
378981518754193408,https://twitter.com/JimMacLeod/status/378981518754193408,2013-09-14 20:40:09+00:00,MT @MfgStories: It's all about Infographics http://t.co/RffgeRVIgu #Manufacturing #Education #SocialMedia,en,0,JimMacLeod,http://goo.gl/6Rn5OK,MfgStories,Manufacturing,lang:en #education,,,,,
378981492166492161,https://twitter.com/RetweetPhoenix/status/378981492166492161,2013-09-14 20:40:03+00:00,RT @aaurit12: Just saw a commercial sponsored by Edgewood #hittinitbig #education,en,2,RetweetPhoenix,,aaurit12,hittinitbig,lang:en #education,,,,,
378981440601731074,https://twitter.com/BenjaminDMiller/status/378981440601731074,2013-09-14 20:39:51+00:00,RT @DegreeTrend: #OnlineEducation: The Democratization of #Education - http://t.co/i3WobEJ9 | http://t.co/hOQdXIo5,en,1,BenjaminDMiller,http://bit.ly/Ul6arb,DegreeTrend,OnlineEducation,lang:en #education,,,,,
378981386486837248,https://twitter.com/Bizolly/status/378981386486837248,2013-09-14 20:39:38+00:00,Create Content Perfection  http://t.co/bSozWffkR7 #Entrepreneurs #Innovation #Inspiration #Education #Resources #Mentors,en,0,Bizolly,http://bit.ly/11Sb6pm,,Entrepreneurs,lang:en #education,,,,,
378981175232315392,https://twitter.com/Curvatude/status/378981175232315392,2013-09-14 20:38:47+00:00,I loved the heartwarming documentary TEACH. It airs 9/18 on Pivot. Watch the trailer NOW! http://t.co/UY4YVzAE54 #sp #education,en,0,Curvatude,http://curvatude.me/15tjMYB,,sp,lang:en #education,,,,,
378981141115457536,https://twitter.com/Edubeat/status/378981141115457536,2013-09-14 20:38:39+00:00,Beyond the Dream: Nelson Mandela: Reflecting on the life and legacy of Nelson Mandela http://t.co/MnyEjcycYw #education,en,0,Edubeat,http://goo.gl/L7OSQB,,education,lang:en #education,,,,,
378981134303891457,https://twitter.com/Edubeat/status/378981134303891457,2013-09-14 20:38:38+00:00,"Police move in with tear gas, ending occupation of Mexico City center by striking teachers: Mexican... http://t.co/Kbwn9NP3My #education",en,0,Edubeat,http://goo.gl/xqMNuw,,education,lang:en #education,,,,,
378981124279504896,https://twitter.com/Edubeat/status/378981124279504896,2013-09-14 20:38:35+00:00,Lawmakers in Georgia enjoying last free football tickets before new law cuts them off: A new law... http://t.co/PbiyNrnQka #education,en,0,Edubeat,http://goo.gl/GsVa7K,,education,lang:en #education,,,,,
378981003416858624,https://twitter.com/thisDianeNorris/status/378981003416858624,2013-09-14 20:38:07+00:00,#education #ipaded needed for kids.  Check out this project proposal.   http://t.co/5OUDcTPtFB,en,0,thisDianeNorris,http://www.donorschoose.org/project/stem-literacy-e-readers-and-productivit/1055692/?challengeid=288932,,education,lang:en #education,,,,,
378980952657375232,https://twitter.com/TweetsComercial/status/378980952657375232,2013-09-14 20:37:54+00:00,RT @heyyouapp: RT @heyyouapp #iPad3 #App 10 fingers + #Education | #apple #tv #apple #tv #meet #online #picture #dating #girl... http://t.c…,en,107,TweetsComercial,,heyyouapp,iPad3,lang:en #education,,,,,
378980680543531008,https://twitter.com/RetweetApple/status/378980680543531008,2013-09-14 20:36:50+00:00,RT @heyyou_status: RT @heyyou_status #iPad #App #World #History #Test #Prep #Education $-&gt;#NOW #FREE -&gt;  #heyyouapp #iOS #apps #i... http:/…,en,105,RetweetApple,,heyyou_status,iPad,lang:en #education,,,,,
378980537119305729,https://twitter.com/Mobile_Reportz/status/378980537119305729,2013-09-14 20:36:15+00:00,RT @aaurit12: Just saw a commercial sponsored by Edgewood #hittinitbig #education,en,2,Mobile_Reportz,,aaurit12,hittinitbig,lang:en #education,,,,,
378980531997659136,https://twitter.com/RainForestGypsy/status/378980531997659136,2013-09-14 20:36:14+00:00,RT @katwomanfifi: When breaking the rules is the best thing to do. http://t.co/f9QUgysOKx #education #educationalsystem,en,1,RainForestGypsy,http://ow.ly/oOS2R,katwomanfifi,education,lang:en #education,,,,,
378980506903523328,https://twitter.com/Mobile_Reportz/status/378980506903523328,2013-09-14 20:36:08+00:00,RT @2LoveNotH8: Indiana University GLBT alumni group launches... http://t.co/HlJF5Kl7Pt #Indiana #Education #IndianaUniversity #Scholarship…,en,3,Mobile_Reportz,http://bit.ly/18msdY6,2LoveNotH8,Indiana,lang:en #education,,,,,
378980413873881088,https://twitter.com/Mobile_Reportz/status/378980413873881088,2013-09-14 20:35:46+00:00,RT @CypressMedia: Study: Piano lessons can help preserve your brain power http://t.co/hL7e3PqCzR via @NBC News RT @ICSOM #music #education,en,1,Mobile_Reportz,http://tinyurl.com/lr7ehec,CypressMedia,music,lang:en #education,,,,,
378980367891316737,https://twitter.com/ElyseBruce/status/378980367891316737,2013-09-14 20:35:35+00:00,Spin Doctors Need Not Apply. We've got this under control. http://t.co/DCRwVHLF9V via @ElyseBruce #idlenomore #education #cdnpoli,en,2,ElyseBruce,http://wp.me/plUeP-Io,ElyseBruce,idlenomore,lang:en #education,,,,,
378980233925648384,https://twitter.com/TOWomensExpo/status/378980233925648384,2013-09-14 20:35:03+00:00,•Help us build our Head Office 'MEDIA/NERVE CENTER' for Celebration House™ http://t.co/y7lenUSPYy    #celebrationhouse #DONATE #education,en,0,TOWomensExpo,http://bit.ly/130qP4Q,,celebrationhouse,lang:en #education,,,,,
378980223443673088,https://twitter.com/tawfas123/status/378980223443673088,2013-09-14 20:35:01+00:00,Maybe American kids are not as smart as their European &amp; Asian counterparts. #education #america  http://t.co/OjMv5BThiQ,en,0,tawfas123,http://www.brookings.edu/research/books/2013/endangering-prosperity,,education,lang:en #education,,,,,
378980173984849920,https://twitter.com/BigChunkOfLove/status/378980173984849920,2013-09-14 20:34:49+00:00,RT @LR_Sport: Workforce #Education Programme: #Safeguarding &amp; Protecting Children courses available. http://t.co/N8R5jO9GGb #Clubs #Coachin…,en,2,BigChunkOfLove,http://ow.ly/oJtQT,LR_Sport,Education,lang:en #education,,,,,
378980165134467072,https://twitter.com/MyHandyInfos/status/378980165134467072,2013-09-14 20:34:47+00:00,Make Right Choice of Accredited #Culinary #Schools: The choice of right #education and… http://t.co/mbHGRytcmf,en,0,MyHandyInfos,http://goo.gl/fb/VN578,,Culinary,lang:en #education,,,,,
378980129122562048,https://twitter.com/PublicFeedz/status/378980129122562048,2013-09-14 20:34:38+00:00,#Free#iOS#Apps: RT heyyou_status #iPad #App #World #History #Test #Prep #Education $-&gt;#NOW #FREE -&gt; #heyyouapp #iO... http://t.co/yMnyI6SZPf,en,0,PublicFeedz,http://dlvr.it/3ynvhc,,iPad,lang:en #education,,,,,
378980025544232960,https://twitter.com/DeeOBrienDublin/status/378980025544232960,2013-09-14 20:34:13+00:00,RT @jeffbullas: Why Social Media is Better than Your Granny http://t.co/6sBDjj8Vha #socialmedia #education,en,5,DeeOBrienDublin,http://ow.ly/k6cBi,jeffbullas,socialmedia,lang:en #education,,,,,
378980025300946944,https://twitter.com/so_hobbs/status/378980025300946944,2013-09-14 20:34:13+00:00,"RT @chrisludwig: Wow: If you ever wondered who to follow in #education, @arneduncan found out the list of superstars. Check out his follows.",en,1,so_hobbs,,chrisludwig,education,lang:en #education,,,,,
378979974209761280,https://twitter.com/ConcernedBeing/status/378979974209761280,2013-09-14 20:34:01+00:00,"RT @TavernKeepers: #CommonCore, the truth on who profits, and its ties to the #UN and #Agenda21. http://t.co/1HgYZwFn2L #LNYHBT #education …",en,5,ConcernedBeing,http://tavernkeepers.com/the-common-core-agenda-part-2a-architects-and-profiteers/,TavernKeepers,CommonCore,lang:en #education,,,,,
378979843993763840,https://twitter.com/mainedirtycops/status/378979843993763840,2013-09-14 20:33:30+00:00,Criminals in #Maine elite pedo circles walk free while girl (6) must live w rapist dad http://t.co/JSu82J9jI8 #education #children,en,0,mainedirtycops,http://www.scribd.com/mobile/doc/87422579,,Maine,lang:en #education,,,,,
378979779862855681,https://twitter.com/AmelixEdRes/status/378979779862855681,2013-09-14 20:33:15+00:00,"Technophoria: On Campus, a Faculty Uprising Over Personal Data http://t.co/4tmOdGep0G #education #teach",en,0,AmelixEdRes,http://nyti.ms/15tgZyN,,education,lang:en #education,,,,,
378979739093852160,https://twitter.com/sustainnovtionc/status/378979739093852160,2013-09-14 20:33:05+00:00,"RT @icangowithout: ""He who opens a school door, closes a prison."" - Victor Hugo #Education",en,2,sustainnovtionc,,icangowithout,Education,lang:en #education,,,,,
378979537222385664,https://twitter.com/marijanzg1/status/378979537222385664,2013-09-14 20:32:17+00:00,RT @vRobM: Coder for Raspberry Pi http://t.co/Oz91EDti53 #education #learning #fun,en,2,marijanzg1,http://buff.ly/1ecEfpb,vRobM,education,lang:en #education,,,,,
378979491118186497,https://twitter.com/NattyE69/status/378979491118186497,2013-09-14 20:32:06+00:00,"RT @AusLessons: Snapshot Writing Lesson - Being Descriptive by Appealing to the Senses http://t.co/pqoAKDuRjm
 #edchat #learning #education…",en,1,NattyE69,http://bit.ly/175N3s0,AusLessons,edchat,lang:en #education,,,,,
378979340655939584,https://twitter.com/anaturalbridge/status/378979340655939584,2013-09-14 20:31:30+00:00,@ltgrusselhonore Very bold conversation on #education &amp; #leadership w/@DrMikeRobinson http://t.co/iRWwL6DKbo covered in his book,en,1,anaturalbridge,http://www.blogtalkradio.com/parent-talk-live-14/2013/09/09/parent-talk-live-meet-lt-general-russel-l-honore,ltgrusselhonore,education,lang:en #education,,ltgrusselhonore,,,
378979338643066880,https://twitter.com/London_Training/status/378979338643066880,2013-09-14 20:31:30+00:00,Safe Food Handling Certification Sep 24 9am-1pm Call 519-685-4331 to register #training #education #LDNOnt  http://t.co/CziYMG8JwM,en,0,London_Training,http://ow.ly/ojCdQ,,training,lang:en #education,,,,,
378979308716716032,https://twitter.com/SullivanJulia/status/378979308716716032,2013-09-14 20:31:22+00:00,Many feel remorse about their mistakes as if it makes them improve. Learning without guilt works better.  http://t.co/m33VCesWJ5  #education,en,0,SullivanJulia,http://ht.ly/oQ0Wl,,education,lang:en #education,,,,,
378979265939005441,https://twitter.com/Kikispetspa/status/378979265939005441,2013-09-14 20:31:12+00:00,RT @dogfashionspa: find out how this #dog helps a special #education class http://t.co/6BrgTOVTFZ,en,0,Kikispetspa,http://bit.ly/14zEIhX,DogFashionSpa,dog,lang:en #education,,,,,
378979219490877441,https://twitter.com/javierbalan/status/378979219490877441,2013-09-14 20:31:01+00:00,"#eduIT #education #fb #topstory: How Technology Changes Student-Teacher Interac… http://t.co/fNjFT8gHlu, see more http://t.co/KTMJWYs8o4",en,0,javierbalan,http://www.edudemic.com/technology-student-teacher-interaction,,eduIT,lang:en #education,,,,,
378979214080614401,https://twitter.com/PhoeniciaNYS/status/378979214080614401,2013-09-14 20:31:00+00:00,RT @moughthere: Bought sunflowers to paint a portfolio piece for art teacher interview. #education,en,1,PhoeniciaNYS,,moughthere,education,lang:en #education,,,,,
378979194006675456,https://twitter.com/Jennifer_Dotson/status/378979194006675456,2013-09-14 20:30:55+00:00,Seagull Schools board of directors strategic planning session #Global #Education #Future #Possibilities [pic]: http://t.co/9sI2pjzRIN,en,0,Jennifer_Dotson,http://4sq.com/191k8UY,,Global,lang:en #education,,,,21.31609602,-157.87082545
378979185127329792,https://twitter.com/maybug728/status/378979185127329792,2013-09-14 20:30:53+00:00,What is your fave. Subject in school? #school #learn #education 📝📖✂✏📓📚,en,0,maybug728,,,school,lang:en #education,,,,,
378979152818618368,https://twitter.com/owlkids/status/378979152818618368,2013-09-14 20:30:45+00:00,Our Group Publisher weighs in on full-day kindergarten on our Family Literacy Blog: http://t.co/ZpEpeS9q0w #education,en,0,owlkids,http://ow.ly/oQJLV,,education,lang:en #education,,,,,
378979003887263744,https://twitter.com/KimJonesT/status/378979003887263744,2013-09-14 20:30:10+00:00,RT @TheMikeTech: RT heyyou_status #iPad #App #World #History #Test #Prep #Education $-&gt;#NOW #FREE -&gt; #heyyouapp #iOS #apps #i... ht... http…,en,2,KimJonesT,,TheMikeTech,iPad,lang:en #education,,,,,
378978947737714688,https://twitter.com/sreebee3/status/378978947737714688,2013-09-14 20:29:56+00:00,#theworldneedsmore #education for the #childrenofSyria - together we can help them continue to learn despite conflict http://t.co/Wvcs0r3Hvb,en,0,sreebee3,http://bit.ly/15Qoyeh,,theworldneedsmore,lang:en #education,,,,,
378978847212838912,https://twitter.com/jshoreboston/status/378978847212838912,2013-09-14 20:29:32+00:00,"RT @TeacherSabrina: John Merrow won't cover @MichelleRhee anymore, because he actually wants to cover #education. Read why: http://t.co/jE6…",en,6,jshoreboston,,TeacherSabrina,education,lang:en #education,,,,,
378978819631087617,https://twitter.com/76Julius2h/status/378978819631087617,2013-09-14 20:29:26+00:00,"#School Choice &amp; #Crime: See the latest #WWC review of the 2011 study, ""Better Schools, Less Crime?"" #WWC #Education #schoolchoice",en,0,76Julius2h,,,School,lang:en #education,,,,,
378978789843537920,https://twitter.com/upgradecv/status/378978789843537920,2013-09-14 20:29:19+00:00,"#education jobs canada, School-Based Clinics Create New Relationship in Academics, Healthcare , http://t.co/pTQSl8Zyrw",en,0,upgradecv,http://ow.ly/oS7dm,,education,lang:en #education,,,,,
378978784923627520,https://twitter.com/RegisteredDegre/status/378978784923627520,2013-09-14 20:29:18+00:00,"#education jobs canada, School-Based Clinics Create New Relationship in Academics, Healthcare , http://t.co/uGtT0fpl6A",en,0,RegisteredDegre,http://ow.ly/oS7d9,,education,lang:en #education,,,,,
378978784260923392,https://twitter.com/RecognisedDegre/status/378978784260923392,2013-09-14 20:29:17+00:00,"#education jobs canada, School-Based Clinics Create New Relationship in Academics, Healthcare , http://t.co/kqW8wanhZ5",en,0,RecognisedDegre,http://ow.ly/oS7bN,,education,lang:en #education,,,,,
378978294093209600,https://twitter.com/NattyE69/status/378978294093209600,2013-09-14 20:27:21+00:00,"RT @AusLessons: Problem Solving Lesson: Traffic Jam! http://t.co/eNw6HZw9MQ
 #edchat #learning #education #ausvels",en,1,NattyE69,http://bit.ly/VIlG2K,AusLessons,edchat,lang:en #education,,,,,
378978275344654336,https://twitter.com/aaurit12/status/378978275344654336,2013-09-14 20:27:16+00:00,Just saw a commercial sponsored by Edgewood #hittinitbig #education,en,2,aaurit12,,,hittinitbig,lang:en #education,,,,,
378978257141387264,https://twitter.com/ArtsinActionMN/status/378978257141387264,2013-09-14 20:27:12+00:00,RT @fdncenter: What Innovation in #Education Really Means – Doing What Works! http://t.co/R7lAW5yFDk #philanthropy #nonprofit,en,4,ArtsinActionMN,http://bit.ly/1ewz0zs,fdncenter,Education,lang:en #education,,,,,
378978235725664256,https://twitter.com/2LoveNotH8/status/378978235725664256,2013-09-14 20:27:07+00:00,Indiana University GLBT alumni group launches... http://t.co/HlJF5Kl7Pt #Indiana #Education #IndianaUniversity #Scholarship #Schools,en,3,2LoveNotH8,http://bit.ly/18msdY6,,Indiana,lang:en #education,,,,,
378978235201359873,https://twitter.com/TheMikeTech/status/378978235201359873,2013-09-14 20:27:07+00:00,RT heyyou_status #iPad #App #World #History #Test #Prep #Education $-&gt;#NOW #FREE -&gt; #heyyouapp #iOS #apps #i... ht... http://t.co/M5TU8LUjyu,en,2,TheMikeTech,http://dlvr.it/3ynvhc,,iPad,lang:en #education,,,,,
378978229501313024,https://twitter.com/LukeGolds/status/378978229501313024,2013-09-14 20:27:05+00:00,RT heyyou_status #iPad #App #World #History #Test #Prep #Education $-&gt;#NOW #FREE -&gt; #heyyouapp #iOS #apps #i... ht... http://t.co/RsTzKxlMFR,en,1,LukeGolds,http://dlvr.it/3ynvhc,,iPad,lang:en #education,,,,,
