id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,url,hashtags,query,in_reply_to_screen_name,in_reply_to_status_id,user_mention,media,lat,lng
378898614723964928,https://twitter.com/World__Economy/status/378898614723964928,2013-09-14 15:10:44+00:00,"#Polish #Economy Poised to Accelerate, #Dominik Says http://t.co/k8qzpFhJme via @BloombergNews",en,0,World__Economy,http://bloom.bg/14UiPF6,Polish,lang:en #economy,,,BloombergNews,,,
378898576560386048,https://twitter.com/rama5954/status/378898576560386048,2013-09-14 15:10:34+00:00,"""@htTweets: Indian #economy will bounce back soon: #Pranab Mukherjee http://t.co/wyw9UlQQqZ #ht"" With NAMO entering National Politics!!",en,0,rama5954,http://read.ht/6x2,economy,lang:en #economy,,,htTweets,,,
378898537171275778,https://twitter.com/nimbawat/status/378898537171275778,2013-09-14 15:10:25+00:00,RT @AUThackeray: I strongly believe it is a must for our Mumbai. #youth #safenightlife #economy #tourism #jobs,en,13,nimbawat,,youth,lang:en #economy,,,AUThackeray,,,
378898527859904512,https://twitter.com/stockspot2000/status/378898527859904512,2013-09-14 15:10:23+00:00,"@DownsideHedge FYI:
~the few economic reports this week
did not paint an encouraging picture
http://t.co/6NsVtVVSRi
$Macro #Economy $SPY",en,0,stockspot2000,http://www.streetsmartreport.com/Stock%20Market%20Reaches%20For%20New%20Highs%20Even%20As%20Risks%20Rise.html,Economy,lang:en #economy,DownsideHedge,378590844174872576,DownsideHedge,,,
378898287677702144,https://twitter.com/WinThisHouse_/status/378898287677702144,2013-09-14 15:09:26+00:00,"RT @World__Economy: #Kenya's public #debt hits 52 pct of #GDP 
http://t.co/3YGNNb9xRg #Economy",en,1,WinThisHouse_,http://www.shanghaidaily.com/article/article_xinhua.aspx?id=167098,Kenya,lang:en #economy,,,World__Economy,,,
378898260863102976,https://twitter.com/World__Economy/status/378898260863102976,2013-09-14 15:09:19+00:00,The Silent Assassin Of The #US #Economy  http://t.co/MNxhsSqh8F,en,0,World__Economy,http://www.marketoracle.co.uk/Article42265.html,US,lang:en #economy,,,,,,
378898123977797633,https://twitter.com/iasnotes/status/378898123977797633,2013-09-14 15:08:47+00:00,Currency volatility tops Manmohan’s G-20 agenda http://t.co/cFkvjIA0OW #economy #currencyswaparrangement #g20summit,en,0,iasnotes,http://goo.gl/fb/lA2jt,economy,lang:en #economy,,,,,,
378898081346904064,https://twitter.com/LauriePaquetet/status/378898081346904064,2013-09-14 15:08:36+00:00,"#Spot prices as of 10:19 AM EDT... #gold 1252.00, #silver 19.29, #platinum 1364.00 #marketwatch #economy #finance",en,0,LauriePaquetet,,Spot,lang:en #economy,,,,,,
378898079094558720,https://twitter.com/metanoik/status/378898079094558720,2013-09-14 15:08:36+00:00,Pakistan drop to sixth place in ICC Test rankings - http://t.co/G1aY3lcDIv http://t.co/gGXIlKB1ct #economy,en,0,metanoik,http://ESPNcricinfo.com,economy,lang:en #economy,,,,,,
378898047591145473,https://twitter.com/FedUpUSA/status/378898047591145473,2013-09-14 15:08:28+00:00,Andrew Bacevich:  The New American Militarism http://t.co/r8c1k8325z #economy,en,0,FedUpUSA,http://bit.ly/1geL6LH,economy,lang:en #economy,,,,,,
378898028771278848,https://twitter.com/BluEagle03/status/378898028771278848,2013-09-14 15:08:24+00:00,Obama is America's WMD= Weapons of Mass Deception. #OCare #Fast&amp;Furious #Libya #Economy #WaronWomen #ItsForTheChildren #Ophones #FoodStamps,en,0,BluEagle03,,OCare,lang:en #economy,,,,,,
378898028368650240,https://twitter.com/Rajivk_Ranjan/status/378898028368650240,2013-09-14 15:08:24+00:00,RT @AUThackeray: I strongly believe it is a must for our Mumbai. #youth #safenightlife #economy #tourism #jobs,en,13,Rajivk_Ranjan,,youth,lang:en #economy,,,AUThackeray,,,
378898015735394306,https://twitter.com/jasminmaurer/status/378898015735394306,2013-09-14 15:08:21+00:00,"RT @chayes1892: !!!! ""@AmalYSTLQahira: “@Y_STL @chayes1892  see us here talking abt #jobs #economy #studentdebt #cantstopwontstop http://t.…",en,2,jasminmaurer,,jobs,lang:en #economy,,,chayes1892,,,
378897987725832192,https://twitter.com/Pooja_YP/status/378897987725832192,2013-09-14 15:08:14+00:00,"RT""@htTweets: Indian #economy will bounce back soon: #Pranab Mukherjee http://t.co/53SQDinbWN #ht""",en,0,Pooja_YP,http://read.ht/6x2,economy,lang:en #economy,,,htTweets,,,
378897872927748098,https://twitter.com/World__Economy/status/378897872927748098,2013-09-14 15:07:47+00:00,"#Kenya's public #debt hits 52 pct of #GDP 
http://t.co/3YGNNb9xRg #Economy",en,1,World__Economy,http://www.shanghaidaily.com/article/article_xinhua.aspx?id=167098,Kenya,lang:en #economy,,,,,,
378897702869692416,https://twitter.com/metanoik/status/378897702869692416,2013-09-14 15:07:06+00:00,"Fry's President Jon Flora dies, sources say - http://t.co/aERGX44eJQ http://t.co/bW8bF29rDz #economy",en,0,metanoik,http://azcentral.com,economy,lang:en #economy,,,,,,
378897688588455936,https://twitter.com/mindingottawa/status/378897688588455936,2013-09-14 15:07:03+00:00,"Investment's down, squirrels are fat, Flaherty stopped smiling: looks like long winter. http://t.co/a5SAnQXgE1 #cdnpoli #economy #recession",en,2,mindingottawa,http://www.blacklocks.ca,cdnpoli,lang:en #economy,,,,,,
378897558317592576,https://twitter.com/sarahsmithdc/status/378897558317592576,2013-09-14 15:06:32+00:00,RT @GoodB: TY 4 RT! @marionwmiller How to Create #Jobs Through Entrepreneurship http://t.co/zNecfAtB0T #economy #jobsact #crowdfunding #soc…,en,1,sarahsmithdc,http://ow.ly/oReEO,Jobs,lang:en #economy,,,GoodB,,,
378897417577304064,https://twitter.com/World__Economy/status/378897417577304064,2013-09-14 15:05:58+00:00,#Indian #economy will bounce back soon: Pranab #Mukherjee - The Economic Times http://t.co/TyF80Ei2JR,en,0,World__Economy,http://ecoti.ms/KQVRrZ,Indian,lang:en #economy,,,,,,
378897346958213121,https://twitter.com/ThomasNet/status/378897346958213121,2013-09-14 15:05:41+00:00,http://t.co/OmmkFPHX2U® Research Shows #Technology Transforming #Manufacturing: http://t.co/LzcLcz7DMb #news #economy,en,1,ThomasNet,http://ThomasNet.com,Technology,lang:en #economy,,,,,,
378896980170113024,https://twitter.com/bansalr/status/378896980170113024,2013-09-14 15:04:14+00:00,RT @SudarshanEMA: The man who screwed it in the first place!“@htTweets: Indian #economy will bounce back soon: #Pranab Mukherjee http://t.c…,en,2,bansalr,,economy,lang:en #economy,,,SudarshanEMA,,,
378896833788923904,https://twitter.com/SudarshanEMA/status/378896833788923904,2013-09-14 15:03:39+00:00,The man who screwed it in the first place!“@htTweets: Indian #economy will bounce back soon: #Pranab Mukherjee http://t.co/Akzcz0gGwf #ht”,en,2,SudarshanEMA,http://read.ht/6x2,economy,lang:en #economy,htTweets,378896549478035458,htTweets,,,
378896798892322816,https://twitter.com/TrueMarketAI/status/378896798892322816,2013-09-14 15:03:31+00:00,"What leader's Fortune Moment was realizing ""ItOs totally ?ne to fail, you just have to fail fast""? - http://t.co/pO0YyhuSgB #Economy",en,0,TrueMarketAI,http://ow.ly/oQPFY,Economy,lang:en #economy,,,,,,
378896781876019202,https://twitter.com/ianjamfar/status/378896781876019202,2013-09-14 15:03:27+00:00,RT @conevrob: The relevancy of working from home in todays economy http://t.co/vhG6L36xmP #workathome #economy,en,3,ianjamfar,http://bit.ly/NsrmuL,workathome,lang:en #economy,,,conevrob,,,
378896722317291520,https://twitter.com/GoodB/status/378896722317291520,2013-09-14 15:03:12+00:00,TY 4 RT! @marionwmiller How to Create #Jobs Through Entrepreneurship http://t.co/zNecfAtB0T #economy #jobsact #crowdfunding #socent #change,en,1,GoodB,http://ow.ly/oReEO,Jobs,lang:en #economy,,,marionwmiller,,,
378896461628309506,https://twitter.com/DonnaLeeNardo/status/378896461628309506,2013-09-14 15:02:10+00:00,Financial Firestorm Coming Says Former US Treasury Secretary Paulson  http://t.co/relR2wS9ut via @YahooFinance #economy #banks #derivatives,en,1,DonnaLeeNardo,http://finance.yahoo.com/news/hank-paulson-warns-another-financial-171148084.html,economy,lang:en #economy,,,YahooFinance,,,
378896414887006208,https://twitter.com/marina_rhetz/status/378896414887006208,2013-09-14 15:01:59+00:00,"RT ""@AUThackeray: I strongly believe it is a must for our Mumbai. #youth #safenightlife #economy #tourism #jobs""",en,1,marina_rhetz,,youth,lang:en #economy,AUThackeray,378893596067659776,AUThackeray,,,
378896327993999361,https://twitter.com/GoodB/status/378896327993999361,2013-09-14 15:01:38+00:00,TY 4 RT @alastairsloan How to Create Jobs Thru Entrepreneurship http://t.co/zNecfAtB0T #economy #jobsact #crowdfunding #socent #jobs #change,en,0,GoodB,http://ow.ly/oReEO,economy,lang:en #economy,,,alastairsloan,,,
378896127950880770,https://twitter.com/EJReynoldsInc/status/378896127950880770,2013-09-14 15:00:51+00:00,Aetna pulls out of New Jersey's Obamacare exchange  #economy http://t.co/sKWfjCnG3a,en,0,EJReynoldsInc,http://rss.cnn.com/~r/rss/money_news_economy/~3/MJFEUuEOtN0/index.html,economy,lang:en #economy,,,,,,
378895963043020800,https://twitter.com/kakul00/status/378895963043020800,2013-09-14 15:00:11+00:00,RT @AUThackeray: I strongly believe it is a must for our Mumbai. #youth #safenightlife #economy #tourism #jobs,en,13,kakul00,,youth,lang:en #economy,,,AUThackeray,,,
378895919246082048,https://twitter.com/zarstardesigns/status/378895919246082048,2013-09-14 15:00:01+00:00,You can't have a rainbow unless you are willing to weather the storm http://t.co/61s6wkTSx2 #toughtimes #economy #recession #career #family,en,0,zarstardesigns,http://bit.ly/ospP2T,toughtimes,lang:en #economy,,,,,,
378895908026720257,https://twitter.com/HamzaAbughoula/status/378895908026720257,2013-09-14 14:59:58+00:00,Australia struggle against England in fourth one-dayer - Fox News http://t.co/DXbcrMxmFP #Economy #England #Australia #UK,en,0,HamzaAbughoula,http://dlvr.it/3ykkkk,Economy,lang:en #economy,,,,,,
